[STAR]
cpr6dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N042.43.55.613 W106.32.14.110 N042.43.59.568 W106.32.10.095 RVM
                          N042.43.59.568 W106.32.10.095 N042.44.00.557 W106.32.08.756 RVM
                          N042.44.00.557 W106.32.08.756 N042.44.01.219 W106.32.03.842 RVM
                          N042.44.01.219 W106.32.03.842 N042.44.01.551 W106.32.00.715 RVM
                          N042.44.01.551 W106.32.00.715 N042.44.00.567 W106.31.54.459 RVM
                          N042.44.00.567 W106.31.54.459 N042.43.58.923 W106.31.50.436 RVM
                          N042.43.58.923 W106.31.50.436 N042.43.53.986 W106.31.45.515 RVM
                          N042.43.53.986 W106.31.45.515 N042.43.52.010 W106.31.45.066 RVM
                          N042.43.52.010 W106.31.45.066 N042.43.45.421 W106.31.46.845 RVM
                          N042.43.45.421 W106.31.46.845 N042.43.42.126 W106.31.49.521 RVM
                          N042.43.42.126 W106.31.49.521 N042.43.42.126 W106.31.49.968 RVM
                          N042.43.42.126 W106.31.49.968 N042.43.41.136 W106.31.53.094 RVM
                          N042.43.41.136 W106.31.53.094 N042.43.39.157 W106.31.56.666 RVM
                          N042.43.42.182 W106.30.06.323 N042.43.46.125 W106.30.28.217 RVM
                          N042.43.46.125 W106.30.28.217 N042.43.28.004 W106.30.40.263 RVM
                          N042.43.28.004 W106.30.40.263 N042.43.28.665 W106.30.35.350 RVM
                          N042.43.28.665 W106.30.35.350 N042.43.29.655 W106.30.30.883 RVM
                          N042.43.29.655 W106.30.30.883 N042.43.28.342 W106.30.22.394 RVM
                          N042.43.28.342 W106.30.22.394 N042.43.26.697 W106.30.18.373 RVM
                          N042.43.26.697 W106.30.18.373 N042.43.24.063 W106.30.14.797 RVM
                          N042.43.24.063 W106.30.14.797 N042.43.18.136 W106.30.11.218 RVM
                          N042.43.18.136 W106.30.11.218 N042.43.13.854 W106.30.11.662 RVM
                          N042.43.13.854 W106.30.11.662 N042.43.08.584 W106.30.13.444 RVM
                          N042.43.08.584 W106.30.13.444 N042.43.04.959 W106.30.17.461 RVM
                          N042.43.04.959 W106.30.17.461 N042.43.01.663 W106.30.21.925 RVM
                          N042.43.01.663 W106.30.21.925 N042.43.01.004 W106.30.23.711 RVM
                          N042.43.01.004 W106.30.23.711 N042.42.59.685 W106.30.27.284 RVM
                          N042.42.59.685 W106.30.27.284 N042.42.59.682 W106.30.32.197 RVM
                          N042.42.59.682 W106.30.32.197 N042.43.00.668 W106.30.37.558 RVM
                          N042.43.00.668 W106.30.37.558 N042.43.01.984 W106.30.41.132 RVM
                          N042.43.01.984 W106.30.41.132 N042.43.04.287 W106.30.45.601 RVM
                          N042.43.04.287 W106.30.45.601 N042.43.07.908 W106.30.48.731 RVM
                          N042.43.07.908 W106.30.48.731 N042.43.08.896 W106.30.49.179 RVM
                          N042.35.37.036 W106.39.44.124 N042.35.33.779 W106.39.24.053 RVM
                          N042.35.33.779 W106.39.24.053 N042.35.23.583 W106.39.15.996 RVM
                          N042.35.23.583 W106.39.15.996 N042.35.20.290 W106.39.15.540 RVM
                          N042.35.20.290 W106.39.15.540 N042.35.17.656 W106.39.15.086 RVM
                          N042.35.17.656 W106.39.15.086 N042.35.11.395 W106.39.16.848 RVM
                          N042.35.11.395 W106.39.16.848 N042.35.07.106 W106.39.20.846 RVM
                          N042.35.07.106 W106.39.20.846 N042.35.03.143 W106.39.26.627 RVM
                          N042.35.03.143 W106.39.26.627 N042.35.01.817 W106.39.31.526 RVM
                          N042.35.01.817 W106.39.31.526 N042.35.00.823 W106.39.34.642 RVM
                          N042.35.00.823 W106.39.34.642 N042.35.00.153 W106.39.40.880 RVM
                          N042.35.00.153 W106.39.40.880 N042.35.02.436 W106.39.53.367 RVM
                          N042.35.02.436 W106.39.53.367 N042.35.04.732 W106.39.58.278 RVM
                          N042.35.04.732 W106.39.58.278 N042.35.08.019 W106.40.01.855 RVM
                          N042.35.08.019 W106.40.01.855 N042.35.12.297 W106.40.04.098 RVM
                          N042.35.12.297 W106.40.04.098 N042.35.16.906 W106.40.05.006 RVM
                          N042.35.16.906 W106.40.05.006 N042.35.20.530 W106.40.04.572 RVM
                          N042.35.20.530 W106.40.04.572 N042.35.25.802 W106.40.03.253 RVM
                          N042.35.25.802 W106.40.03.253 N042.35.28.111 W106.40.01.478 RVM
                          N042.35.28.111 W106.40.01.478 N042.35.30.752 W106.39.58.367 RVM
                          N042.35.30.752 W106.39.58.367 N042.35.32.075 W106.39.55.251 RVM
                          N042.35.32.075 W106.39.55.251 N042.35.37.036 W106.39.44.124 RVM
                          N042.35.37.036 W106.39.44.124 N042.35.42.297 W106.39.49.045 RVM
                          N042.35.42.297 W106.39.49.045 N042.35.46.904 W106.39.51.289 RVM
                          N042.35.46.904 W106.39.51.289 N042.35.49.868 W106.39.51.745 RVM
                          N042.35.49.868 W106.39.51.745 N042.35.58.106 W106.39.49.544 RVM
                          N042.35.58.106 W106.39.49.544 N042.36.03.716 W106.39.43.767 RVM
                          N042.36.03.716 W106.39.43.767 N042.36.05.037 W106.39.41.542 RVM
                          N042.36.05.037 W106.39.41.542 N042.36.06.038 W106.39.34.412 RVM
                          N042.36.06.038 W106.39.34.412 N042.36.06.705 W106.39.29.956 RVM
                          N042.36.06.705 W106.39.29.956 N042.36.05.075 W106.39.20.588 RVM
                          N042.36.05.075 W106.39.20.588 N042.36.02.450 W106.39.14.784 RVM
                          N042.36.02.450 W106.39.14.784 N042.35.55.546 W106.39.07.629 RVM
                          N042.35.55.546 W106.39.07.629 N042.35.52.582 W106.39.07.174 RVM
                          N042.35.52.582 W106.39.07.174 N042.35.43.356 W106.39.09.819 RVM
                          N042.35.43.356 W106.39.09.819 N042.35.38.409 W106.39.13.369 RVM
                          N042.35.38.409 W106.39.13.369 N042.35.38.078 W106.39.14.260 RVM
                          N042.35.38.078 W106.39.14.260 N042.35.36.753 W106.39.18.713 RVM
                          N042.35.36.753 W106.39.18.713 N042.35.33.779 W106.39.24.053 RVM
                          N042.34.47.244 W106.36.57.273 N042.34.55.405 W106.37.46.321 RVM
                          N042.34.55.405 W106.37.46.321 N042.35.39.624 W106.36.49.386 RVM
                          N042.35.39.624 W106.36.49.386 N042.34.35.699 W106.37.08.830 RVM
                          N043.06.16.936 W106.15.43.436 N043.06.15.288 W106.15.43.889 RVM
                          N043.06.15.288 W106.15.43.889 N043.06.13.892 W106.15.45.168 RVM
                          N043.06.13.892 W106.15.45.168 N043.06.12.961 W106.15.47.079 RVM
                          N043.06.12.961 W106.15.47.079 N043.06.12.637 W106.15.49.330 RVM
                          N043.06.12.637 W106.15.49.330 N043.06.12.968 W106.15.51.580 RVM
                          N043.06.12.968 W106.15.51.580 N043.06.13.906 W106.15.53.485 RVM
                          N043.06.13.906 W106.15.53.485 N043.06.15.306 W106.15.54.755 RVM
                          N043.06.15.306 W106.15.54.755 N043.06.16.956 W106.15.55.198 RVM
                          N043.06.16.956 W106.15.55.198 N043.06.18.604 W106.15.54.745 RVM
                          N043.06.18.604 W106.15.54.745 N043.06.20.000 W106.15.53.466 RVM
                          N043.06.20.000 W106.15.53.466 N043.06.20.931 W106.15.51.555 RVM
                          N043.06.20.931 W106.15.51.555 N043.06.21.255 W106.15.49.304 RVM
                          N043.06.21.255 W106.15.49.304 N043.06.20.923 W106.15.47.054 RVM
                          N043.06.20.923 W106.15.47.054 N043.06.19.986 W106.15.45.149 RVM
                          N043.06.19.986 W106.15.45.149 N043.06.18.586 W106.15.43.879 RVM
                          N043.06.18.586 W106.15.43.879 N043.06.16.936 W106.15.43.436 RVM
                          N043.06.13.978 W106.15.47.079 N043.06.12.665 W106.15.49.780 RVM
                          N043.06.15.289 W106.15.43.479 N043.06.13.978 W106.15.47.079 RVM
                          N043.06.14.967 W106.15.47.525 N043.06.12.998 W106.15.52.026 RVM
                          N043.06.16.936 W106.15.43.474 N043.06.14.967 W106.15.47.525 RVM
                          N043.06.15.957 W106.15.48.870 N043.06.13.988 W106.15.53.371 RVM
                          N043.06.18.254 W106.15.43.919 N043.06.15.957 W106.15.48.870 RVM
                          N043.06.16.946 W106.15.49.317 N043.06.14.979 W106.15.54.717 RVM
                          N043.06.19.243 W106.15.44.365 N043.06.16.946 W106.15.49.317 RVM
                          N043.06.17.936 W106.15.50.662 N043.06.15.967 W106.15.55.163 RVM
                          N043.06.20.233 W106.15.45.261 N043.06.17.936 W106.15.50.662 RVM
                          N043.06.18.925 W106.15.51.109 N043.06.17.285 W106.15.55.159 RVM
                          N043.06.20.893 W106.15.46.608 N043.06.18.925 W106.15.51.109 RVM
                          N043.06.19.914 W106.15.52.005 N043.06.18.931 W106.15.54.705 RVM
                          N043.06.21.227 W106.15.49.304 N043.06.19.914 W106.15.52.005 RVM
                          N043.07.06.257 W106.14.56.526 N043.07.04.608 W106.14.56.979 RVM
                          N043.07.04.608 W106.14.56.979 N043.07.03.213 W106.14.58.259 RVM
                          N043.07.03.213 W106.14.58.259 N043.07.02.282 W106.15.00.170 RVM
                          N043.07.02.282 W106.15.00.170 N043.07.01.958 W106.15.02.422 RVM
                          N043.07.01.958 W106.15.02.422 N043.07.02.290 W106.15.04.672 RVM
                          N043.07.02.290 W106.15.04.672 N043.07.03.227 W106.15.06.577 RVM
                          N043.07.03.227 W106.15.06.577 N043.07.04.628 W106.15.07.848 RVM
                          N043.07.04.628 W106.15.07.848 N043.07.06.277 W106.15.08.290 RVM
                          N043.07.06.277 W106.15.08.290 N043.07.07.926 W106.15.07.837 RVM
                          N043.07.07.926 W106.15.07.837 N043.07.09.321 W106.15.06.557 RVM
                          N043.07.09.321 W106.15.06.557 N043.07.10.252 W106.15.04.646 RVM
                          N043.07.10.252 W106.15.04.646 N043.07.10.576 W106.15.02.394 RVM
                          N043.07.10.576 W106.15.02.394 N043.07.10.244 W106.15.00.144 RVM
                          N043.07.10.244 W106.15.00.144 N043.07.09.307 W106.14.58.239 RVM
                          N043.07.09.307 W106.14.58.239 N043.07.07.906 W106.14.56.968 RVM
                          N043.07.07.906 W106.14.56.968 N043.07.06.257 W106.14.56.526 RVM
                          N043.07.03.299 W106.15.00.170 N043.07.01.987 W106.15.03.321 RVM
                          N043.07.04.611 W106.14.57.019 N043.07.03.299 W106.15.00.170 RVM
                          N043.07.03.959 W106.15.01.067 N043.07.02.649 W106.15.05.117 RVM
                          N043.07.06.257 W106.14.56.564 N043.07.03.959 W106.15.01.067 RVM
                          N043.07.04.949 W106.15.01.963 N043.07.02.981 W106.15.06.465 RVM
                          N043.07.07.574 W106.14.56.559 N043.07.04.949 W106.15.01.963 RVM
                          N043.07.06.268 W106.15.02.858 N043.07.03.971 W106.15.07.811 RVM
                          N043.07.08.564 W106.14.57.455 N043.07.06.268 W106.15.02.858 RVM
                          N043.07.07.257 W106.15.03.754 N043.07.05.289 W106.15.08.256 RVM
                          N043.07.09.553 W106.14.58.351 N043.07.07.257 W106.15.03.754 RVM
                          N043.07.08.246 W106.15.04.200 N043.07.06.607 W106.15.08.251 RVM
                          N043.07.09.886 W106.15.00.148 N043.07.08.246 W106.15.04.200 RVM
                          N043.07.09.236 W106.15.05.096 N043.07.08.253 W106.15.07.796 RVM
                          N043.07.10.549 W106.15.02.394 N043.07.09.236 W106.15.05.096 RVM
                          N043.07.55.242 W106.14.09.596 N043.07.53.594 W106.14.10.050 RVM
                          N043.07.53.594 W106.14.10.050 N043.07.52.199 W106.14.11.330 RVM
                          N043.07.52.199 W106.14.11.330 N043.07.51.268 W106.14.13.242 RVM
                          N043.07.51.268 W106.14.13.242 N043.07.50.944 W106.14.15.495 RVM
                          N043.07.50.944 W106.14.15.495 N043.07.51.277 W106.14.17.745 RVM
                          N043.07.51.277 W106.14.17.745 N043.07.52.214 W106.14.19.650 RVM
                          N043.07.52.214 W106.14.19.650 N043.07.53.615 W106.14.20.921 RVM
                          N043.07.53.615 W106.14.20.921 N043.07.55.265 W106.14.21.363 RVM
                          N043.07.55.265 W106.14.21.363 N043.07.56.913 W106.14.20.909 RVM
                          N043.07.56.913 W106.14.20.909 N043.07.58.308 W106.14.19.629 RVM
                          N043.07.58.308 W106.14.19.629 N043.07.59.239 W106.14.17.717 RVM
                          N043.07.59.239 W106.14.17.717 N043.07.59.563 W106.14.15.464 RVM
                          N043.07.59.563 W106.14.15.464 N043.07.59.230 W106.14.13.214 RVM
                          N043.07.59.230 W106.14.13.214 N043.07.58.293 W106.14.11.308 RVM
                          N043.07.58.293 W106.14.11.308 N043.07.56.892 W106.14.10.038 RVM
                          N043.07.56.892 W106.14.10.038 N043.07.55.242 W106.14.09.596 RVM
                          N043.07.52.286 W106.14.13.691 N043.07.50.974 W106.14.16.394 RVM
                          N043.07.53.267 W106.14.10.090 N043.07.52.286 W106.14.13.691 RVM
                          N043.07.52.946 W106.14.14.139 N043.07.51.307 W106.14.18.641 RVM
                          N043.07.55.242 W106.14.09.634 N043.07.52.946 W106.14.14.139 RVM
                          N043.07.54.265 W106.14.15.033 N043.07.51.969 W106.14.19.988 RVM
                          N043.07.56.231 W106.14.10.080 N043.07.54.265 W106.14.15.033 RVM
                          N043.07.55.254 W106.14.15.929 N043.07.52.958 W106.14.20.884 RVM
                          N043.07.57.220 W106.14.10.526 N043.07.55.254 W106.14.15.929 RVM
                          N043.07.56.244 W106.14.16.825 N043.07.54.276 W106.14.21.329 RVM
                          N043.07.58.210 W106.14.11.422 N043.07.56.244 W106.14.16.825 RVM
                          N043.07.57.233 W106.14.17.271 N043.07.55.264 W106.14.21.325 RVM
                          N043.07.59.201 W106.14.13.217 N043.07.57.233 W106.14.17.271 RVM
                          N043.07.58.223 W106.14.18.167 N043.07.57.240 W106.14.20.869 RVM
                          N043.07.59.206 W106.14.15.466 N043.07.58.223 W106.14.18.167 RVM
                          N043.08.44.223 W106.13.22.645 N043.08.42.574 W106.13.23.099 RVM
                          N043.08.42.574 W106.13.23.099 N043.08.41.179 W106.13.24.380 RVM
                          N043.08.41.179 W106.13.24.380 N043.08.40.249 W106.13.26.293 RVM
                          N043.08.40.249 W106.13.26.293 N043.08.39.925 W106.13.28.546 RVM
                          N043.08.39.925 W106.13.28.546 N043.08.40.258 W106.13.30.797 RVM
                          N043.08.40.258 W106.13.30.797 N043.08.41.196 W106.13.32.703 RVM
                          N043.08.41.196 W106.13.32.703 N043.08.42.596 W106.13.33.973 RVM
                          N043.08.42.596 W106.13.33.973 N043.08.44.246 W106.13.34.415 RVM
                          N043.08.44.246 W106.13.34.415 N043.08.45.894 W106.13.33.961 RVM
                          N043.08.45.894 W106.13.33.961 N043.08.47.290 W106.13.32.680 RVM
                          N043.08.47.290 W106.13.32.680 N043.08.48.220 W106.13.30.767 RVM
                          N043.08.48.220 W106.13.30.767 N043.08.48.543 W106.13.28.514 RVM
                          N043.08.48.543 W106.13.28.514 N043.08.48.211 W106.13.26.263 RVM
                          N043.08.48.211 W106.13.26.263 N043.08.47.273 W106.13.24.358 RVM
                          N043.08.47.273 W106.13.24.358 N043.08.45.872 W106.13.23.087 RVM
                          N043.08.45.872 W106.13.23.087 N043.08.44.223 W106.13.22.645 RVM
                          N043.08.40.936 W106.13.26.294 N043.08.39.954 W106.13.28.996 RVM
                          N043.08.42.577 W106.13.23.139 N043.08.40.936 W106.13.26.294 RVM
                          N043.08.41.926 W106.13.27.189 N043.08.40.288 W106.13.31.243 RVM
                          N043.08.43.893 W106.13.22.684 N043.08.41.926 W106.13.27.189 RVM
                          N043.08.42.916 W106.13.28.085 N043.08.40.948 W106.13.32.141 RVM
                          N043.08.45.212 W106.13.23.129 N043.08.42.916 W106.13.28.085 RVM
                          N043.08.44.234 W106.13.28.530 N043.08.41.939 W106.13.33.486 RVM
                          N043.08.46.529 W106.13.23.124 N043.08.44.234 W106.13.28.530 RVM
                          N043.08.44.895 W106.13.29.427 N043.08.42.928 W106.13.33.932 RVM
                          N043.08.47.189 W106.13.24.021 N043.08.44.895 W106.13.29.427 RVM
                          N043.08.46.214 W106.13.30.322 N043.08.44.575 W106.13.33.926 RVM
                          N043.08.47.852 W106.13.25.818 N043.08.46.214 W106.13.30.322 RVM
                          N043.08.47.203 W106.13.30.768 N043.08.45.891 W106.13.33.472 RVM
                          N043.08.48.515 W106.13.28.064 N043.08.47.203 W106.13.30.768 RVM
                          N043.09.33.527 W106.12.35.673 N043.09.31.879 W106.12.36.127 RVM
                          N043.09.31.879 W106.12.36.127 N043.09.30.483 W106.12.37.409 RVM
                          N043.09.30.483 W106.12.37.409 N043.09.29.553 W106.12.39.322 RVM
                          N043.09.29.553 W106.12.39.322 N043.09.29.230 W106.12.41.576 RVM
                          N043.09.29.230 W106.12.41.576 N043.09.29.563 W106.12.43.827 RVM
                          N043.09.29.563 W106.12.43.827 N043.09.30.501 W106.12.45.733 RVM
                          N043.09.30.501 W106.12.45.733 N043.09.31.902 W106.12.47.003 RVM
                          N043.09.31.902 W106.12.47.003 N043.09.33.552 W106.12.47.445 RVM
                          N043.09.33.552 W106.12.47.445 N043.09.35.200 W106.12.46.990 RVM
                          N043.09.35.200 W106.12.46.990 N043.09.36.595 W106.12.45.709 RVM
                          N043.09.36.595 W106.12.45.709 N043.09.37.525 W106.12.43.796 RVM
                          N043.09.37.525 W106.12.43.796 N043.09.37.848 W106.12.41.542 RVM
                          N043.09.37.848 W106.12.41.542 N043.09.37.515 W106.12.39.290 RVM
                          N043.09.37.515 W106.12.39.290 N043.09.36.577 W106.12.37.385 RVM
                          N043.09.36.577 W106.12.37.385 N043.09.35.177 W106.12.36.114 RVM
                          N043.09.35.177 W106.12.36.114 N043.09.33.527 W106.12.35.673 RVM
                          N043.09.30.241 W106.12.39.322 N043.09.29.259 W106.12.42.025 RVM
                          N043.09.31.880 W106.12.35.717 N043.09.30.241 W106.12.39.322 RVM
                          N043.09.31.231 W106.12.40.218 N043.09.29.593 W106.12.44.273 RVM
                          N043.09.33.526 W106.12.35.260 N043.09.31.231 W106.12.40.218 RVM
                          N043.09.32.221 W106.12.41.114 N043.09.30.254 W106.12.45.620 RVM
                          N043.09.34.844 W106.12.35.705 N043.09.32.221 W106.12.41.114 RVM
                          N043.09.33.540 W106.12.42.009 N043.09.31.244 W106.12.46.516 RVM
                          N043.09.35.834 W106.12.36.601 N043.09.33.540 W106.12.42.009 RVM
                          N043.09.34.529 W106.12.42.455 N043.09.32.564 W106.12.47.411 RVM
                          N043.09.36.824 W106.12.37.497 N043.09.34.529 W106.12.42.455 RVM
                          N043.09.35.519 W106.12.43.350 N043.09.33.881 W106.12.47.406 RVM
                          N043.09.37.486 W106.12.38.844 N043.09.35.519 W106.12.43.350 RVM
                          N043.09.36.508 W106.12.43.796 N043.09.35.526 W106.12.46.500 RVM
                          N043.09.37.820 W106.12.41.092 N043.09.36.508 W106.12.43.796 RVM
                          N043.10.22.495 W106.11.48.230 N043.10.20.847 W106.11.48.685 RVM
                          N043.10.20.847 W106.11.48.685 N043.10.19.452 W106.11.49.967 RVM
                          N043.10.19.452 W106.11.49.967 N043.10.18.522 W106.11.51.881 RVM
                          N043.10.18.522 W106.11.51.881 N043.10.18.199 W106.11.54.136 RVM
                          N043.10.18.199 W106.11.54.136 N043.10.18.532 W106.11.56.387 RVM
                          N043.10.18.532 W106.11.56.387 N043.10.19.470 W106.11.58.293 RVM
                          N043.10.19.470 W106.11.58.293 N043.10.20.871 W106.11.59.564 RVM
                          N043.10.20.871 W106.11.59.564 N043.10.22.521 W106.12.00.005 RVM
                          N043.10.22.521 W106.12.00.005 N043.10.24.169 W106.11.59.550 RVM
                          N043.10.24.169 W106.11.59.550 N043.10.25.564 W106.11.58.268 RVM
                          N043.10.25.564 W106.11.58.268 N043.10.26.494 W106.11.56.354 RVM
                          N043.10.26.494 W106.11.56.354 N043.10.26.817 W106.11.54.100 RVM
                          N043.10.26.817 W106.11.54.100 N043.10.26.484 W106.11.51.848 RVM
                          N043.10.26.484 W106.11.51.848 N043.10.25.546 W106.11.49.942 RVM
                          N043.10.25.546 W106.11.49.942 N043.10.24.145 W106.11.48.672 RVM
                          N043.10.24.145 W106.11.48.672 N043.10.22.495 W106.11.48.230 RVM
                          N043.10.19.539 W106.11.51.880 N043.10.18.228 W106.11.54.586 RVM
                          N043.10.20.849 W106.11.48.725 N043.10.19.539 W106.11.51.880 RVM
                          N043.10.20.200 W106.11.52.777 N043.10.18.892 W106.11.57.283 RVM
                          N043.10.22.495 W106.11.48.268 N043.10.20.200 W106.11.52.777 RVM
                          N043.10.21.519 W106.11.53.672 N043.10.19.224 W106.11.58.181 RVM
                          N043.10.23.813 W106.11.48.713 N043.10.21.519 W106.11.53.672 RVM
                          N043.10.22.509 W106.11.54.568 N043.10.20.215 W106.11.59.527 RVM
                          N043.10.24.802 W106.11.49.158 N043.10.22.509 W106.11.54.568 RVM
                          N043.10.23.499 W106.11.55.464 N043.10.21.534 W106.12.00.421 RVM
                          N043.10.25.792 W106.11.50.054 N043.10.23.499 W106.11.55.464 RVM
                          N043.10.24.488 W106.11.55.909 N043.10.22.850 W106.11.59.966 RVM
                          N043.10.26.455 W106.11.51.851 N043.10.24.488 W106.11.55.909 RVM
                          N043.10.25.478 W106.11.56.805 N043.10.24.496 W106.11.59.509 RVM
                          N043.10.26.790 W106.11.54.100 N043.10.25.478 W106.11.56.805 RVM
                          N042.55.34.286 W106.25.56.303 N042.55.32.637 W106.25.56.750 RVM
                          N042.55.32.637 W106.25.56.750 N042.55.31.240 W106.25.58.021 RVM
                          N042.55.31.240 W106.25.58.021 N042.55.30.306 W106.25.59.924 RVM
                          N042.55.30.306 W106.25.59.924 N042.55.29.978 W106.26.02.168 RVM
                          N042.55.29.978 W106.26.02.168 N042.55.30.307 W106.26.04.412 RVM
                          N042.55.30.307 W106.26.04.412 N042.55.31.241 W106.26.06.314 RVM
                          N042.55.31.241 W106.26.06.314 N042.55.32.639 W106.26.07.585 RVM
                          N042.55.32.639 W106.26.07.585 N042.55.34.288 W106.26.08.031 RVM
                          N042.55.34.288 W106.26.08.031 N042.55.35.937 W106.26.07.584 RVM
                          N042.55.35.937 W106.26.07.584 N042.55.37.335 W106.26.06.312 RVM
                          N042.55.37.335 W106.26.06.312 N042.55.38.269 W106.26.04.409 RVM
                          N042.55.38.269 W106.26.04.409 N042.55.38.597 W106.26.02.165 RVM
                          N042.55.38.597 W106.26.02.165 N042.55.38.268 W106.25.59.921 RVM
                          N042.55.38.268 W106.25.59.921 N042.55.37.334 W106.25.58.019 RVM
                          N042.55.37.334 W106.25.58.019 N042.55.35.936 W106.25.56.749 RVM
                          N042.55.35.936 W106.25.56.749 N042.55.34.286 W106.25.56.303 RVM
                          N042.55.31.323 W106.25.59.927 N042.55.30.006 W106.26.02.616 RVM
                          N042.55.32.640 W106.25.56.341 N042.55.31.323 W106.25.59.927 RVM
                          N042.55.32.311 W106.26.00.375 N042.55.30.665 W106.26.04.857 RVM
                          N042.55.34.286 W106.25.56.340 N042.55.32.311 W106.26.00.375 RVM
                          N042.55.33.299 W106.26.01.719 N042.55.31.324 W106.26.06.201 RVM
                          N042.55.35.604 W106.25.56.340 N042.55.33.299 W106.26.01.719 RVM
                          N042.55.34.617 W106.26.02.167 N042.55.32.312 W106.26.07.097 RVM
                          N042.55.36.592 W106.25.56.788 N042.55.34.617 W106.26.02.167 RVM
                          N042.55.35.605 W106.26.03.063 N042.55.33.300 W106.26.07.993 RVM
                          N042.55.37.580 W106.25.57.684 N042.55.35.605 W106.26.03.063 RVM
                          N042.55.36.593 W106.26.03.959 N042.55.34.947 W106.26.07.545 RVM
                          N042.55.38.239 W106.25.59.476 N042.55.36.593 W106.26.03.959 RVM
                          N042.55.37.581 W106.26.04.406 N042.55.36.264 W106.26.07.096 RVM
                          N042.55.38.898 W106.26.01.717 N042.55.37.581 W106.26.04.406 RVM
                          N042.56.23.678 W106.25.09.664 N042.56.22.029 W106.25.10.112 RVM
                          N042.56.22.029 W106.25.10.112 N042.56.20.631 W106.25.11.384 RVM
                          N042.56.20.631 W106.25.11.384 N042.56.19.698 W106.25.13.287 RVM
                          N042.56.19.698 W106.25.13.287 N042.56.19.371 W106.25.15.532 RVM
                          N042.56.19.371 W106.25.15.532 N042.56.19.699 W106.25.17.776 RVM
                          N042.56.19.699 W106.25.17.776 N042.56.20.634 W106.25.19.679 RVM
                          N042.56.20.634 W106.25.19.679 N042.56.22.032 W106.25.20.949 RVM
                          N042.56.22.032 W106.25.20.949 N042.56.23.681 W106.25.21.395 RVM
                          N042.56.23.681 W106.25.21.395 N042.56.25.330 W106.25.20.947 RVM
                          N042.56.25.330 W106.25.20.947 N042.56.26.728 W106.25.19.675 RVM
                          N042.56.26.728 W106.25.19.675 N042.56.27.662 W106.25.17.772 RVM
                          N042.56.27.662 W106.25.17.772 N042.56.27.989 W106.25.15.527 RVM
                          N042.56.27.989 W106.25.15.527 N042.56.27.660 W106.25.13.283 RVM
                          N042.56.27.660 W106.25.13.283 N042.56.26.726 W106.25.11.381 RVM
                          N042.56.26.726 W106.25.11.381 N042.56.25.327 W106.25.10.110 RVM
                          N042.56.25.327 W106.25.10.110 N042.56.23.678 W106.25.09.664 RVM
                          N042.56.20.715 W106.25.13.290 N042.56.19.398 W106.25.15.980 RVM
                          N042.56.22.031 W106.25.10.151 N042.56.20.715 W106.25.13.290 RVM
                          N042.56.21.374 W106.25.14.186 N042.56.19.728 W106.25.18.221 RVM
                          N042.56.23.678 W106.25.09.702 N042.56.21.374 W106.25.14.186 RVM
                          N042.56.22.692 W106.25.15.082 N042.56.20.387 W106.25.19.566 RVM
                          N042.56.24.666 W106.25.10.150 N042.56.22.692 W106.25.15.082 RVM
                          N042.56.23.680 W106.25.15.978 N042.56.21.705 W106.25.20.910 RVM
                          N042.56.25.654 W106.25.10.597 N042.56.23.680 W106.25.15.978 RVM
                          N042.56.24.668 W106.25.16.874 N042.56.22.693 W106.25.21.358 RVM
                          N042.56.26.643 W106.25.11.493 N042.56.24.668 W106.25.16.874 RVM
                          N042.56.25.656 W106.25.17.322 N042.56.24.011 W106.25.21.357 RVM
                          N042.56.27.631 W106.25.12.838 N042.56.25.656 W106.25.17.322 RVM
                          N042.56.26.645 W106.25.18.218 N042.56.25.657 W106.25.20.908 RVM
                          N042.56.27.632 W106.25.15.079 N042.56.26.645 W106.25.18.218 RVM
                          N042.58.01.787 W106.23.36.326 N042.58.00.138 W106.23.36.774 RVM
                          N042.58.00.138 W106.23.36.774 N042.57.58.740 W106.23.38.048 RVM
                          N042.57.58.740 W106.23.38.048 N042.57.57.807 W106.23.39.952 RVM
                          N042.57.57.807 W106.23.39.952 N042.57.57.480 W106.23.42.198 RVM
                          N042.57.57.480 W106.23.42.198 N042.57.57.810 W106.23.44.443 RVM
                          N042.57.57.810 W106.23.44.443 N042.57.58.745 W106.23.46.346 RVM
                          N042.57.58.745 W106.23.46.346 N042.58.00.143 W106.23.47.617 RVM
                          N042.58.00.143 W106.23.47.617 N042.58.01.793 W106.23.48.062 RVM
                          N042.58.01.793 W106.23.48.062 N042.58.03.442 W106.23.47.614 RVM
                          N042.58.03.442 W106.23.47.614 N042.58.04.839 W106.23.46.340 RVM
                          N042.58.04.839 W106.23.46.340 N042.58.05.772 W106.23.44.436 RVM
                          N042.58.05.772 W106.23.44.436 N042.58.06.099 W106.23.42.190 RVM
                          N042.58.06.099 W106.23.42.190 N042.58.05.770 W106.23.39.945 RVM
                          N042.58.05.770 W106.23.39.945 N042.58.04.835 W106.23.38.042 RVM
                          N042.58.04.835 W106.23.38.042 N042.58.03.436 W106.23.36.771 RVM
                          N042.58.03.436 W106.23.36.771 N042.58.01.787 W106.23.36.326 RVM
                          N042.57.58.825 W106.23.40.403 N042.57.57.509 W106.23.43.095 RVM
                          N042.58.00.140 W106.23.36.814 N042.57.58.825 W106.23.40.403 RVM
