[STAR]
cpr6dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N042.55.18.056 W106.27.12.976 N042.55.17.119 W106.27.11.959 RVM
                          N042.55.17.119 W106.27.11.959 N042.55.15.950 W106.27.11.596 RVM
                          N042.55.14.203 W106.27.13.427 N042.55.13.215 W106.27.14.771 RVM
                          N042.55.15.521 W106.27.11.634 N042.55.14.203 W106.27.13.427 RVM
                          N042.55.14.862 W106.27.13.875 N042.55.13.544 W106.27.16.116 RVM
                          N042.55.16.509 W106.27.11.634 N042.55.14.862 W106.27.13.875 RVM
                          N042.55.15.521 W106.27.14.771 N042.55.13.544 W106.27.17.460 RVM
                          N042.55.17.167 W106.27.12.083 N042.55.15.521 W106.27.14.771 RVM
                          N042.55.15.850 W106.27.15.668 N042.55.14.203 W106.27.17.908 RVM
                          N042.55.17.826 W106.27.12.531 N042.55.15.850 W106.27.15.668 RVM
                          N042.55.16.509 W106.27.16.116 N042.55.14.533 W106.27.18.356 RVM
                          N042.55.18.155 W106.27.13.427 N042.55.16.509 W106.27.16.116 RVM
                          N042.55.17.167 W106.27.17.012 N042.55.15.521 W106.27.18.805 RVM
                          N042.55.18.485 W106.27.14.323 N042.55.17.167 W106.27.17.012 RVM
                          N042.55.17.497 W106.27.17.460 N042.55.16.509 W106.27.18.805 RVM
                          N042.55.18.485 W106.27.15.668 N042.55.17.497 W106.27.17.460 RVM
                          N042.55.39.020 W106.29.48.392 N042.55.37.370 W106.29.48.837 RVM
                          N042.55.37.370 W106.29.48.837 N042.55.35.972 W106.29.50.107 RVM
                          N042.55.35.972 W106.29.50.107 N042.55.35.037 W106.29.52.009 RVM
                          N042.55.35.037 W106.29.52.009 N042.55.34.708 W106.29.54.253 RVM
                          N042.55.34.708 W106.29.54.253 N042.55.35.035 W106.29.56.497 RVM
                          N042.55.35.035 W106.29.56.497 N042.55.35.969 W106.29.58.400 RVM
                          N042.55.35.969 W106.29.58.400 N042.55.37.366 W106.29.59.672 RVM
                          N042.55.37.366 W106.29.59.672 N042.55.39.015 W106.30.00.120 RVM
                          N042.55.39.015 W106.30.00.120 N042.55.40.664 W106.29.59.675 RVM
                          N042.55.40.664 W106.29.59.675 N042.55.42.063 W106.29.58.404 RVM
                          N042.55.42.063 W106.29.58.404 N042.55.42.998 W106.29.56.503 RVM
                          N042.55.42.998 W106.29.56.503 N042.55.43.327 W106.29.54.259 RVM
                          N042.55.43.327 W106.29.54.259 N042.55.43.000 W106.29.52.014 RVM
                          N042.55.43.000 W106.29.52.014 N042.55.42.066 W106.29.50.111 RVM
                          N042.55.42.066 W106.29.50.111 N042.55.40.669 W106.29.48.839 RVM
                          N042.55.40.669 W106.29.48.839 N042.55.39.020 W106.29.48.392 RVM
                          N042.55.36.240 W106.29.51.635 N042.55.34.922 W106.29.54.771 RVM
                          N042.55.37.229 W106.29.48.946 N042.55.36.240 W106.29.51.635 RVM
                          N042.55.37.228 W106.29.52.980 N042.55.34.921 W106.29.57.012 RVM
                          N042.55.39.206 W106.29.48.500 N042.55.37.228 W106.29.52.980 RVM
                          N042.55.38.216 W106.29.53.877 N042.55.35.908 W106.29.58.357 RVM
                          N042.55.40.194 W106.29.48.500 N042.55.38.216 W106.29.53.877 RVM
                          N042.55.39.203 W106.29.54.326 N042.55.36.896 W106.29.59.254 RVM
                          N042.55.41.182 W106.29.48.949 N042.55.39.203 W106.29.54.326 RVM
                          N042.55.40.191 W106.29.55.671 N042.55.37.884 W106.30.00.151 RVM
                          N042.55.42.169 W106.29.50.294 N042.55.40.191 W106.29.55.671 RVM
                          N042.55.41.179 W106.29.56.120 N042.55.39.201 W106.30.00.152 RVM
                          N042.55.43.157 W106.29.52.088 N042.55.41.179 W106.29.56.120 RVM
                          N042.55.42.167 W106.29.57.017 N042.55.41.178 W106.29.59.706 RVM
                          N042.55.43.156 W106.29.53.881 N042.55.42.167 W106.29.57.017 RVM
                          N042.53.14.355 W106.27.39.478 N042.53.12.705 W106.27.39.924 RVM
                          N042.53.12.705 W106.27.39.924 N042.53.11.307 W106.27.41.195 RVM
                          N042.53.11.307 W106.27.41.195 N042.53.10.373 W106.27.43.096 RVM
                          N042.53.10.373 W106.27.43.096 N042.53.10.045 W106.27.45.338 RVM
                          N042.53.10.045 W106.27.45.338 N042.53.10.373 W106.27.47.581 RVM
                          N042.53.10.373 W106.27.47.581 N042.53.11.307 W106.27.49.482 RVM
                          N042.53.11.307 W106.27.49.482 N042.53.12.705 W106.27.50.752 RVM
                          N042.53.12.705 W106.27.50.752 N042.53.14.354 W106.27.51.199 RVM
                          N042.53.14.354 W106.27.51.199 N042.53.16.003 W106.27.50.753 RVM
                          N042.53.16.003 W106.27.50.753 N042.53.17.401 W106.27.49.483 RVM
                          N042.53.17.401 W106.27.49.483 N042.53.18.335 W106.27.47.582 RVM
                          N042.53.18.335 W106.27.47.582 N042.53.18.663 W106.27.45.339 RVM
                          N042.53.18.663 W106.27.45.339 N042.53.18.336 W106.27.43.097 RVM
                          N042.53.18.336 W106.27.43.097 N042.53.17.402 W106.27.41.195 RVM
                          N042.53.17.402 W106.27.41.195 N042.53.16.004 W106.27.39.925 RVM
                          N042.53.16.004 W106.27.39.925 N042.53.14.355 W106.27.39.478 RVM
                          N042.53.11.352 W106.27.42.989 N042.53.10.035 W106.27.45.676 RVM
                          N042.53.12.999 W106.27.39.854 N042.53.11.352 W106.27.42.989 RVM
                          N042.53.12.340 W106.27.43.885 N042.53.10.364 W106.27.47.915 RVM
                          N042.53.14.317 W106.27.39.406 N042.53.12.340 W106.27.43.885 RVM
                          N042.53.13.328 W106.27.44.780 N042.53.11.022 W106.27.49.259 RVM
                          N042.53.15.634 W106.27.39.854 N042.53.13.328 W106.27.44.780 RVM
                          N042.53.14.316 W106.27.45.676 N042.53.12.010 W106.27.50.603 RVM
                          N042.53.16.622 W106.27.40.302 N042.53.14.316 W106.27.45.676 RVM
                          N042.53.15.304 W106.27.46.572 N042.53.13.328 W106.27.51.051 RVM
                          N042.53.17.610 W106.27.41.198 N042.53.15.304 W106.27.46.572 RVM
                          N042.53.16.292 W106.27.47.020 N042.53.14.645 W106.27.51.051 RVM
                          N042.53.18.269 W106.27.42.542 N042.53.16.292 W106.27.47.020 RVM
                          N042.53.17.280 W106.27.47.916 N042.53.16.292 W106.27.50.604 RVM
                          N042.53.18.598 W106.27.45.229 N042.53.17.280 W106.27.47.916 RVM
                          N042.54.48.874 W106.24.28.106 N042.54.47.225 W106.24.28.553 RVM
                          N042.54.47.225 W106.24.28.553 N042.54.45.828 W106.24.29.825 RVM
                          N042.54.45.828 W106.24.29.825 N042.54.44.894 W106.24.31.728 RVM
                          N042.54.44.894 W106.24.31.728 N042.54.44.567 W106.24.33.972 RVM
                          N042.54.44.567 W106.24.33.972 N042.54.44.896 W106.24.36.215 RVM
                          N042.54.44.896 W106.24.36.215 N042.54.45.831 W106.24.38.116 RVM
                          N042.54.45.831 W106.24.38.116 N042.54.47.229 W106.24.39.386 RVM
                          N042.54.47.229 W106.24.39.386 N042.54.48.879 W106.24.39.831 RVM
                          N042.54.48.879 W106.24.39.831 N042.54.50.527 W106.24.39.384 RVM
                          N042.54.50.527 W106.24.39.384 N042.54.51.925 W106.24.38.112 RVM
                          N042.54.51.925 W106.24.38.112 N042.54.52.858 W106.24.36.209 RVM
                          N042.54.52.858 W106.24.36.209 N042.54.53.186 W106.24.33.965 RVM
                          N042.54.53.186 W106.24.33.965 N042.54.52.857 W106.24.31.722 RVM
                          N042.54.52.857 W106.24.31.722 N042.54.51.922 W106.24.29.821 RVM
                          N042.54.51.922 W106.24.29.821 N042.54.50.523 W106.24.28.551 RVM
                          N042.54.50.523 W106.24.28.551 N042.54.48.874 W106.24.28.106 RVM
                          N042.54.45.846 W106.24.32.119 N042.54.44.530 W106.24.34.808 RVM
                          N042.54.47.162 W106.24.28.533 N042.54.45.846 W106.24.32.119 RVM
                          N042.54.46.834 W106.24.32.566 N042.54.44.860 W106.24.36.600 RVM
                          N042.54.48.809 W106.24.28.084 N042.54.46.834 W106.24.32.566 RVM
                          N042.54.47.823 W106.24.33.461 N042.54.45.519 W106.24.37.944 RVM
                          N042.54.50.126 W106.24.28.083 N042.54.47.823 W106.24.33.461 RVM
                          N042.54.48.811 W106.24.34.357 N042.54.46.508 W106.24.39.287 RVM
                          N042.54.51.115 W106.24.28.978 N042.54.48.811 W106.24.34.357 RVM
                          N042.54.49.800 W106.24.35.252 N042.54.47.825 W106.24.39.735 RVM
                          N042.54.52.103 W106.24.30.322 N042.54.49.800 W106.24.35.252 RVM
                          N042.54.50.788 W106.24.35.700 N042.54.49.143 W106.24.39.734 RVM
                          N042.54.52.763 W106.24.31.665 N042.54.50.788 W106.24.35.700 RVM
                          N042.54.51.776 W106.24.36.595 N042.54.50.789 W106.24.39.284 RVM
                          N042.54.53.093 W106.24.33.458 N042.54.51.776 W106.24.36.595 RVM
                          N042.57.11.304 W106.26.30.633 N042.57.09.655 W106.26.31.080 RVM
                          N042.57.09.655 W106.26.31.080 N042.57.08.257 W106.26.32.352 RVM
                          N042.57.08.257 W106.26.32.352 N042.57.07.324 W106.26.34.255 RVM
                          N042.57.07.324 W106.26.34.255 N042.57.06.996 W106.26.36.500 RVM
                          N042.57.06.996 W106.26.36.500 N042.57.07.324 W106.26.38.745 RVM
                          N042.57.07.324 W106.26.38.745 N042.57.08.258 W106.26.40.648 RVM
                          N042.57.08.258 W106.26.40.648 N042.57.09.656 W106.26.41.920 RVM
                          N042.57.09.656 W106.26.41.920 N042.57.11.305 W106.26.42.366 RVM
                          N042.57.11.305 W106.26.42.366 N042.57.12.955 W106.26.41.919 RVM
                          N042.57.12.955 W106.26.41.919 N042.57.14.352 W106.26.40.647 RVM
                          N042.57.14.352 W106.26.40.647 N042.57.15.286 W106.26.38.744 RVM
                          N042.57.15.286 W106.26.38.744 N042.57.15.614 W106.26.36.499 RVM
                          N042.57.15.614 W106.26.36.499 N042.57.15.286 W106.26.34.254 RVM
                          N042.57.15.286 W106.26.34.254 N042.57.14.352 W106.26.32.351 RVM
                          N042.57.14.352 W106.26.32.351 N042.57.12.953 W106.26.31.079 RVM
                          N042.57.12.953 W106.26.31.079 N042.57.11.304 W106.26.30.633 RVM
                          N042.57.08.158 W106.26.33.970 N042.57.06.841 W106.26.37.109 RVM
                          N042.57.09.805 W106.26.31.279 N042.57.08.158 W106.26.33.970 RVM
                          N042.57.09.146 W106.26.35.315 N042.57.07.500 W106.26.39.350 RVM
                          N042.57.11.122 W106.26.30.382 N042.57.09.146 W106.26.35.315 RVM
                          N042.57.10.134 W106.26.35.763 N042.57.08.159 W106.26.40.695 RVM
                          N042.57.12.439 W106.26.30.830 N042.57.10.134 W106.26.35.763 RVM
                          N042.57.11.122 W106.26.36.659 N042.57.08.817 W106.26.41.592 RVM
                          N042.57.13.757 W106.26.31.278 N042.57.11.122 W106.26.36.659 RVM
                          N042.57.12.111 W106.26.37.556 N042.57.10.135 W106.26.42.488 RVM
                          N042.57.14.416 W106.26.32.624 N042.57.12.111 W106.26.37.556 RVM
                          N042.57.13.428 W106.26.38.453 N042.57.11.452 W106.26.42.488 RVM
                          N042.57.15.074 W106.26.33.969 N042.57.13.428 W106.26.38.453 RVM
                          N042.57.14.087 W106.26.39.349 N042.57.13.099 W106.26.41.591 RVM
                          N042.57.15.733 W106.26.36.210 N042.57.14.087 W106.26.39.349 RVM
                          N042.33.12.956 W106.43.29.950 N042.33.04.499 W106.42.44.029 RVM
                          N042.33.04.499 W106.42.44.029 N042.32.30.218 W106.42.55.913 RVM
                          N042.32.30.218 W106.42.55.913 N042.32.39.001 W106.43.42.274 RVM
                          N042.32.39.001 W106.43.42.274 N042.33.12.956 W106.43.29.950 RVM
                          N042.50.40.271 W105.46.50.625 N042.50.31.434 W105.46.04.620 RVM
                          N042.50.31.434 W105.46.04.620 N042.49.57.254 W105.46.17.083 RVM
                          N042.49.57.254 W105.46.17.083 N042.50.06.093 W105.47.03.528 RVM
                          N042.50.06.093 W105.47.03.528 N042.50.40.271 W105.46.50.625 RVM
                          N042.52.12.745 W106.15.08.934 N042.52.04.097 W106.14.22.843 RVM
                          N042.52.04.097 W106.14.22.843 N042.51.29.867 W106.14.35.050 RVM
                          N042.51.29.867 W106.14.35.050 N042.51.38.842 W106.15.21.133 RVM
                          N042.51.38.842 W106.15.21.133 N042.52.12.745 W106.15.08.934 RVM
                          N043.02.06.472 W106.42.54.016 N043.01.58.012 W106.42.07.738 RVM
                          N043.01.58.012 W106.42.07.738 N043.01.23.733 W106.42.19.720 RVM
                          N043.01.23.733 W106.42.19.720 N043.01.32.521 W106.43.05.993 RVM
                          N043.01.32.521 W106.43.05.993 N043.02.06.472 W106.42.54.016 RVM
                          N043.02.25.733 W106.59.28.664 N043.02.17.382 W106.58.42.793 RVM
                          N043.02.17.382 W106.58.42.793 N043.01.43.075 W106.58.54.622 RVM
                          N043.01.43.075 W106.58.54.622 N043.01.52.080 W106.59.40.941 RVM
                          N043.01.52.080 W106.59.40.941 N043.02.25.733 W106.59.28.664 RVM
                          N043.24.58.753 W106.16.49.977 N043.24.50.118 W106.16.03.472 RVM
                          N043.24.50.118 W106.16.03.472 N043.24.15.889 W106.16.16.223 RVM
                          N043.24.15.889 W106.16.16.223 N043.24.24.851 W106.17.02.269 RVM
                          N043.24.24.851 W106.17.02.269 N043.24.58.753 W106.16.49.977 RVM
                          N043.05.28.387 W106.15.47.326 N043.05.23.729 W106.15.47.748 RVM
                          N043.05.23.729 W106.15.47.748 N043.05.19.149 W106.15.48.980 RVM
                          N043.05.19.149 W106.15.48.980 N043.05.14.722 W106.15.51.001 RVM
                          N043.05.14.722 W106.15.51.001 N043.05.10.521 W106.15.53.777 RVM
                          N043.05.10.521 W106.15.53.777 N043.05.06.615 W106.15.57.263 RVM
                          N043.05.06.615 W106.15.57.263 N043.05.03.067 W106.16.01.403 RVM
                          N043.05.03.067 W106.16.01.403 N043.04.59.936 W106.16.06.127 RVM
                          N043.04.59.936 W106.16.06.127 N043.04.57.274 W106.16.11.358 RVM
                          N043.04.57.274 W106.16.11.358 N043.04.55.124 W106.16.17.011 RVM
                          N043.04.55.124 W106.16.17.011 N043.04.53.521 W106.16.22.992 RVM
                          N043.04.53.521 W106.16.22.992 N043.04.52.492 W106.16.29.204 RVM
                          N043.04.52.492 W106.16.29.204 N043.04.52.054 W106.16.35.544 RVM
                          N043.04.52.054 W106.16.35.544 N043.04.52.213 W106.16.41.909 RVM
                          N043.04.52.213 W106.16.41.909 N043.04.52.968 W106.16.48.193 RVM
                          N043.04.52.968 W106.16.48.193 N043.04.54.305 W106.16.54.295 RVM
                          N043.04.54.305 W106.16.54.295 N043.04.56.204 W106.17.00.113 RVM
                          N043.04.56.204 W106.17.00.113 N043.04.58.632 W106.17.05.552 RVM
                          N043.04.58.632 W106.17.05.552 N043.05.01.549 W106.17.10.523 RVM
                          N043.05.01.549 W106.17.10.523 N043.05.04.909 W106.17.14.945 RVM
                          N043.05.04.909 W106.17.14.945 N043.05.08.656 W106.17.18.744 RVM
                          N043.05.08.656 W106.17.18.744 N043.05.12.728 W106.17.21.858 RVM
                          N043.05.12.728 W106.17.21.858 N043.05.17.058 W106.17.24.237 RVM
                          N043.05.17.058 W106.17.24.237 N043.05.21.576 W106.17.25.840 RVM
                          N043.05.21.576 W106.17.25.840 N043.05.26.207 W106.17.26.642 RVM
                          N043.05.26.207 W106.17.26.642 N043.05.30.875 W106.17.26.630 RVM
                          N043.05.30.875 W106.17.26.630 N043.05.35.503 W106.17.25.803 RVM
                          N043.05.35.503 W106.17.25.803 N043.05.40.016 W106.17.24.175 RVM
                          N043.05.40.016 W106.17.24.175 N043.05.44.340 W106.17.21.774 RVM
                          N043.05.44.340 W106.17.21.774 N043.05.48.403 W106.17.18.637 RVM
                          N043.05.48.403 W106.17.18.637 N043.05.52.138 W106.17.14.817 RVM
                          N043.05.52.138 W106.17.14.817 N043.05.55.485 W106.17.10.376 RVM
                          N043.05.55.485 W106.17.10.376 N043.05.58.388 W106.17.05.388 RVM
                          N043.05.58.388 W106.17.05.388 N043.06.00.800 W106.16.59.933 RVM
                          N043.06.00.800 W106.16.59.933 N043.06.02.681 W106.16.54.103 RVM
                          N043.06.02.681 W106.16.54.103 N043.06.04.000 W106.16.47.992 RVM
                          N043.06.04.000 W106.16.47.992 N043.06.04.735 W106.16.41.701 RVM
                          N043.06.04.735 W106.16.41.701 N043.06.04.875 W106.16.35.334 RVM
                          N043.06.04.875 W106.16.35.334 N043.06.04.417 W106.16.28.994 RVM
                          N043.06.04.417 W106.16.28.994 N043.06.03.368 W106.16.22.786 RVM
                          N043.06.03.368 W106.16.22.786 N043.06.01.747 W106.16.16.813 RVM
                          N043.06.01.747 W106.16.16.813 N043.05.59.579 W106.16.11.171 RVM
                          N043.05.59.579 W106.16.11.171 N043.05.56.899 W106.16.05.955 RVM
                          N043.05.56.899 W106.16.05.955 N043.05.53.753 W106.16.01.248 RVM
                          N043.05.53.753 W106.16.01.248 N043.05.50.192 W106.15.57.130 RVM
                          N043.05.50.192 W106.15.57.130 N043.05.46.274 W106.15.53.667 RVM
                          N043.05.46.274 W106.15.53.667 N043.05.42.064 W106.15.50.916 RVM
                          N043.05.42.064 W106.15.50.916 N043.05.37.630 W106.15.48.923 RVM
                          N043.05.37.630 W106.15.48.923 N043.05.33.046 W106.15.47.719 RVM
                          N043.05.33.046 W106.15.47.719 N043.05.28.387 W106.15.47.326 RVM
                          N042.55.42.187 W106.19.05.901 N042.55.42.032 W106.19.05.955 RVM
                          N042.55.42.032 W106.19.05.955 N042.55.41.878 W106.19.06.009 RVM
                          N042.55.41.878 W106.19.06.009 N042.55.41.722 W106.19.06.061 RVM
                          N042.55.35.557 W106.17.56.748 N042.55.29.375 W106.17.57.785 RVM
                          N042.55.29.375 W106.17.57.785 N042.55.23.556 W106.18.00.805 RVM
                          N042.55.23.556 W106.18.00.805 N042.55.18.437 W106.18.05.632 RVM
                          N042.55.18.437 W106.18.05.632 N042.55.14.315 W106.18.11.985 RVM
                          N042.55.14.315 W106.18.11.985 N042.55.11.431 W106.18.19.496 RVM
                          N042.55.11.431 W106.18.19.496 N042.55.09.951 W106.18.27.727 RVM
                          N042.55.09.951 W106.18.27.727 N042.55.09.961 W106.18.36.202 RVM
                          N042.55.09.961 W106.18.36.202 N042.55.11.462 W106.18.44.426 RVM
                          N042.55.11.462 W106.18.44.426 N042.55.14.366 W106.18.51.923 RVM
                          N042.55.14.366 W106.18.51.923 N042.55.18.504 W106.18.58.257 RVM
                          N042.55.18.504 W106.18.58.257 N042.55.23.635 W106.19.03.060 RVM
                          N042.55.23.635 W106.19.03.060 N042.55.29.462 W106.19.06.052 RVM
                          N042.55.29.462 W106.19.06.052 N042.55.35.646 W106.19.07.060 RVM
                          N042.55.35.646 W106.19.07.060 N042.55.41.828 W106.19.06.025 RVM
                          N042.55.41.828 W106.19.06.025 N042.55.47.648 W106.19.03.007 RVM
                          N042.55.47.648 W106.19.03.007 N042.55.52.768 W106.18.58.181 RVM
                          N042.55.52.768 W106.18.58.181 N042.55.56.890 W106.18.51.827 RVM
                          N042.55.56.890 W106.18.51.827 N042.55.59.775 W106.18.44.315 RVM
                          N042.55.59.775 W106.18.44.315 N042.56.01.255 W106.18.36.082 RVM
                          N042.56.01.255 W106.18.36.082 N042.56.01.244 W106.18.27.606 RVM
                          N042.56.01.244 W106.18.27.606 N042.55.59.743 W106.18.19.379 RVM
                          N042.55.59.743 W106.18.19.379 N042.55.56.839 W106.18.11.881 RVM
                          N042.55.56.839 W106.18.11.881 N042.55.52.701 W106.18.05.547 RVM
                          N042.55.52.701 W106.18.05.547 N042.55.47.568 W106.18.00.745 RVM
                          N042.55.47.568 W106.18.00.745 N042.55.41.741 W106.17.57.754 RVM
                          N042.55.41.741 W106.17.57.754 N042.55.35.557 W106.17.56.748 RVM
                          N042.55.35.557 W106.17.56.748 N042.55.35.557 W106.17.56.748 RVM
                          N042.55.42.237 W106.19.06.240 N042.55.47.869 W106.19.34.913 RVM
                          N042.56.00.628 W106.18.23.170 N042.56.22.026 W106.18.15.498 RVM
                          N042.54.49.190 W106.18.48.882 N042.55.10.589 W106.18.41.215 RVM
                          N042.55.28.976 W106.17.57.700 N042.55.23.336 W106.17.28.584 RVM
                          N042.37.52.080 W105.58.27.231 N042.38.28.763 W105.57.38.765 RVM
                          N042.38.28.763 W105.57.38.765 N042.37.38.616 W105.57.19.985 RVM
                          N043.02.23.326 W105.58.21.158 N043.03.00.335 W105.57.32.367 RVM
                          N043.03.00.335 W105.57.32.367 N043.02.10.191 W105.57.13.464 RVM
                          N043.14.50.300 W107.04.09.549 N043.15.00.221 W107.05.02.814 RVM
                          N043.14.05.858 W107.04.05.951 N043.14.19.303 W107.05.17.260 RVM
                          N043.14.19.303 W107.05.17.260 N043.15.39.158 W107.04.49.244 RVM
                          N043.15.39.158 W107.04.49.244 N043.15.26.037 W107.03.37.914 RVM
                          N042.44.25.812 W106.20.18.771 N042.44.17.528 W106.19.32.317 RVM
                          N042.44.17.528 W106.19.32.317 N042.43.43.287 W106.19.44.004 RVM
                          N042.43.43.287 W106.19.44.004 N042.43.51.569 W106.20.30.004 RVM
                          N042.43.51.569 W106.20.30.004 N042.44.25.812 W106.20.18.771 RVM
                          N042.52.15.366 W106.18.38.037 N042.50.55.697 W106.19.06.870 RVM
                          N042.50.43.762 W106.18.05.576 N042.52.03.428 W106.17.36.723 RVM
                          N042.51.23.925 W106.17.51.151 N042.51.35.861 W106.18.52.456 RVM
                          N042.54.24.285 W106.35.25.804 N042.54.22.636 W106.35.26.247 RVM
                          N042.54.22.636 W106.35.26.247 N042.54.21.236 W106.35.27.514 RVM
                          N042.54.21.236 W106.35.27.514 N042.54.20.300 W106.35.29.414 RVM
                          N042.54.20.300 W106.35.29.414 N042.54.19.969 W106.35.31.656 RVM
                          N042.54.19.969 W106.35.31.656 N042.54.20.294 W106.35.33.900 RVM
                          N042.54.20.294 W106.35.33.900 N042.54.21.226 W106.35.35.804 RVM
                          N042.54.21.226 W106.35.35.804 N042.54.22.623 W106.35.37.078 RVM
                          N042.54.22.623 W106.35.37.078 N042.54.24.271 W106.35.37.528 RVM
                          N042.54.24.271 W106.35.37.528 N042.54.25.921 W106.35.37.086 RVM
                          N042.54.25.921 W106.35.37.086 N042.54.27.321 W106.35.35.818 RVM
                          N042.54.27.321 W106.35.35.818 N042.54.28.257 W106.35.33.918 RVM
                          N042.54.28.257 W106.35.33.918 N042.54.28.588 W106.35.31.676 RVM
                          N042.54.28.588 W106.35.31.676 N042.54.28.262 W106.35.29.432 RVM
                          N042.54.28.262 W106.35.29.432 N042.54.27.331 W106.35.27.528 RVM
                          N042.54.27.331 W106.35.27.528 N042.54.25.934 W106.35.26.254 RVM
                          N042.54.25.934 W106.35.26.254 N042.54.24.285 W106.35.25.804 RVM
                          N042.54.21.209 W106.35.29.397 N042.54.19.889 W106.35.32.082 RVM
                          N042.54.22.531 W106.35.26.263 N042.54.21.209 W106.35.29.397 RVM
                          N042.54.22.196 W106.35.30.295 N042.54.20.544 W106.35.34.772 RVM
                          N042.54.24.178 W106.35.25.819 N042.54.22.196 W106.35.30.295 RVM
                          N042.54.23.183 W106.35.31.193 N042.54.21.201 W106.35.36.117 RVM
                          N042.54.25.495 W106.35.26.270 N042.54.23.183 W106.35.31.193 RVM
                          N042.54.24.170 W106.35.32.092 N042.54.22.188 W106.35.37.015 RVM
                          N042.54.26.482 W106.35.26.720 N042.54.24.170 W106.35.32.092 RVM
                          N042.54.25.157 W106.35.32.990 N042.54.23.176 W106.35.37.466 RVM
                          N042.54.27.469 W106.35.27.618 N042.54.25.157 W106.35.32.990 RVM
                          N042.54.26.474 W106.35.33.441 N042.54.24.493 W106.35.37.469 RVM
                          N042.54.28.126 W106.35.28.964 N042.54.26.474 W106.35.33.441 RVM
                          N042.54.27.461 W106.35.34.339 N042.54.26.140 W106.35.37.024 RVM
                          N042.54.28.453 W106.35.31.653 N042.54.27.461 W106.35.34.339 RVM
                          N042.45.15.035 W106.39.15.405 N042.45.13.385 W106.39.15.845 RVM
                          N042.45.13.385 W106.39.15.845 N042.45.11.985 W106.39.17.108 RVM
                          N042.45.11.985 W106.39.17.108 N042.45.11.047 W106.39.19.002 RVM
                          N042.45.11.047 W106.39.19.002 N042.45.10.715 W106.39.21.239 RVM
                          N042.45.10.715 W106.39.21.239 N042.45.11.039 W106.39.23.478 RVM
                          N042.45.11.039 W106.39.23.478 N042.45.11.970 W106.39.25.378 RVM
                          N042.45.11.970 W106.39.25.378 N042.45.13.366 W106.39.26.650 RVM
                          N042.45.13.366 W106.39.26.650 N042.45.15.014 W106.39.27.101 RVM
                          N042.45.15.014 W106.39.27.101 N042.45.16.664 W106.39.26.661 RVM
                          N042.45.16.664 W106.39.26.661 N042.45.18.064 W106.39.25.398 RVM
                          N042.45.18.064 W106.39.25.398 N042.45.19.002 W106.39.23.504 RVM
                          N042.45.19.002 W106.39.23.504 N042.45.19.334 W106.39.21.267 RVM
                          N042.45.19.334 W106.39.21.267 N042.45.19.010 W106.39.19.028 RVM
                          N042.45.19.010 W106.39.19.028 N042.45.18.079 W106.39.17.128 RVM
                          N042.45.18.079 W106.39.17.128 N042.45.16.683 W106.39.15.856 RVM
                          N042.45.16.683 W106.39.15.856 N042.45.15.035 W106.39.15.405 RVM
                          N042.45.12.155 W106.39.18.794 N042.45.10.832 W106.39.21.918 RVM
                          N042.45.13.477 W106.39.16.116 N042.45.12.155 W106.39.18.794 RVM
                          N042.45.13.140 W106.39.20.138 N042.45.11.157 W106.39.24.153 RVM
                          N042.45.14.795 W106.39.15.674 N042.45.13.140 W106.39.20.138 RVM
                          N042.45.14.128 W106.39.20.588 N042.45.11.813 W106.39.25.496 RVM
                          N042.45.16.112 W106.39.15.678 N042.45.14.128 W106.39.20.588 RVM
                          N042.45.15.114 W106.39.21.485 N042.45.13.129 W106.39.26.395 RVM
                          N042.45.17.429 W106.39.16.129 N042.45.15.114 W106.39.21.485 RVM
                          N042.45.16.101 W106.39.22.382 N042.45.14.117 W106.39.26.845 RVM
                          N042.45.18.086 W106.39.17.472 N042.45.16.101 W106.39.22.382 RVM
                          N042.45.17.088 W106.39.22.832 N042.45.15.105 W106.39.26.848 RVM
                          N042.45.18.742 W106.39.18.815 N042.45.17.088 W106.39.22.832 RVM
                          N042.45.18.074 W106.39.23.729 N042.45.17.082 W106.39.26.408 RVM
                          N042.45.19.397 W106.39.21.052 N042.45.18.074 W106.39.23.729 RVM
                          N042.45.58.320 W106.38.17.913 N042.45.56.670 W106.38.18.354 RVM
                          N042.45.56.670 W106.38.18.354 N042.45.55.270 W106.38.19.617 RVM
                          N042.45.55.270 W106.38.19.617 N042.45.54.333 W106.38.21.512 RVM
                          N042.45.54.333 W106.38.21.512 N042.45.54.001 W106.38.23.749 RVM
                          N042.45.54.001 W106.38.23.749 N042.45.54.325 W106.38.25.988 RVM
                          N042.45.54.325 W106.38.25.988 N042.45.55.257 W106.38.27.889 RVM
                          N042.45.55.257 W106.38.27.889 N042.45.56.652 W106.38.29.161 RVM
                          N042.45.56.652 W106.38.29.161 N042.45.58.301 W106.38.29.611 RVM
                          N042.45.58.301 W106.38.29.611 N042.45.59.951 W106.38.29.171 RVM
                          N042.45.59.951 W106.38.29.171 N042.46.01.351 W106.38.27.907 RVM
                          N042.46.01.351 W106.38.27.907 N042.46.02.288 W106.38.26.012 RVM
                          N042.46.02.288 W106.38.26.012 N042.46.02.620 W106.38.23.775 RVM
                          N042.46.02.620 W106.38.23.775 N042.46.02.295 W106.38.21.536 RVM
                          N042.46.02.295 W106.38.21.536 N042.46.01.364 W106.38.19.636 RVM
