[STAR]
cpr9dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N042.59.35.743 W106.13.05.792 N042.59.32.803 W106.13.14.483 RVM
                          N042.59.32.803 W106.13.14.483 N042.59.28.387 W106.13.21.927 RVM
                          N042.59.28.387 W106.13.21.927 N042.59.22.767 W106.13.27.667 RVM
                          N042.59.22.767 W106.13.27.667 N042.59.16.284 W106.13.31.354 RVM
                          N042.59.16.284 W106.13.31.354 N042.59.16.284 W106.13.31.354 RVM
                          N042.59.16.284 W106.13.31.354 N042.59.23.295 W106.13.30.745 RVM
                          N042.59.23.295 W106.13.30.745 N042.59.30.201 W106.13.32.496 RVM
                          N042.59.30.201 W106.13.32.496 N042.59.36.581 W106.13.36.502 RVM
                          N042.59.36.581 W106.13.36.502 N042.59.42.045 W106.13.42.518 RVM
                          N042.59.42.045 W106.13.42.518 N042.59.46.259 W106.13.50.176 RVM
                          N042.59.46.259 W106.13.50.176 N042.59.48.965 W106.13.59.008 RVM
                          N043.00.09.264 W106.13.14.482 N043.00.02.781 W106.13.18.170 RVM
                          N043.00.02.781 W106.13.18.170 N042.59.57.161 W106.13.23.911 RVM
                          N042.59.57.161 W106.13.23.911 N042.59.52.745 W106.13.31.356 RVM
                          N042.59.52.745 W106.13.31.356 N042.59.49.804 W106.13.40.048 RVM
                          N042.59.49.804 W106.13.40.048 N042.59.48.518 W106.13.49.457 RVM
                          N042.59.48.518 W106.13.49.457 N042.59.48.965 W106.13.59.008 RVM
                          N043.00.09.264 W106.13.14.482 N043.00.02.253 W106.13.15.092 RVM
                          N043.00.02.253 W106.13.15.092 N042.59.55.347 W106.13.13.341 RVM
                          N042.59.55.347 W106.13.13.341 N042.59.48.966 W106.13.09.335 RVM
                          N042.59.48.966 W106.13.09.335 N042.59.43.502 W106.13.03.320 RVM
                          N042.59.43.502 W106.13.03.320 N042.59.39.287 W106.12.55.663 RVM
                          N042.59.39.287 W106.12.55.663 N042.59.36.580 W106.12.46.832 RVM
                          N042.54.24.839 W106.35.24.184 N042.54.21.377 W106.35.24.886 RVM
                          N042.54.21.377 W106.35.24.886 N042.54.18.221 W106.35.26.945 RVM
                          N042.54.18.221 W106.35.26.945 N042.54.15.651 W106.35.30.178 RVM
                          N042.54.15.651 W106.35.30.178 N042.54.13.896 W106.35.34.297 RVM
                          N042.54.13.896 W106.35.34.297 N042.54.13.111 W106.35.38.937 RVM
                          N042.54.13.111 W106.35.38.937 N042.54.13.367 W106.35.43.686 RVM
                          N042.54.13.367 W106.35.43.686 N042.54.14.640 W106.35.48.121 RVM
                          N042.54.14.640 W106.35.48.121 N042.54.16.818 W106.35.51.848 RVM
                          N042.54.16.818 W106.35.51.848 N042.54.19.707 W106.35.54.537 RVM
                          N042.54.19.707 W106.35.54.537 N042.54.23.049 W106.35.55.949 RVM
                          N042.54.23.049 W106.35.55.949 N042.54.26.550 W106.35.55.957 RVM
                          N042.54.26.550 W106.35.55.957 N042.54.29.896 W106.35.54.561 RVM
                          N042.54.29.896 W106.35.54.561 N042.54.32.791 W106.35.51.886 RVM
                          N042.54.32.791 W106.35.51.886 N042.54.34.978 W106.35.48.168 RVM
                          N042.54.34.978 W106.35.48.168 N042.54.36.263 W106.35.43.738 RVM
                          N042.54.36.263 W106.35.43.738 N042.54.36.530 W106.35.38.991 RVM
                          N042.54.36.530 W106.35.38.991 N042.54.35.757 W106.35.34.346 RVM
                          N042.54.35.757 W106.35.34.346 N042.54.34.012 W106.35.30.219 RVM
                          N042.54.34.012 W106.35.30.219 N042.54.31.450 W106.35.26.974 RVM
                          N042.54.31.450 W106.35.26.974 N042.54.28.299 W106.35.24.902 RVM
                          N042.54.28.299 W106.35.24.902 N042.54.24.839 W106.35.24.184 RVM
                          N042.54.24.839 W106.35.24.184 N042.54.24.839 W106.35.24.184 RVM
                          N042.54.18.742 W106.35.04.085 N042.54.19.160 W106.35.13.625 RVM
                          N042.54.19.160 W106.35.13.625 N042.54.17.844 W106.35.23.013 RVM
                          N042.54.17.844 W106.35.23.013 N042.54.14.875 W106.35.31.674 RVM
                          N042.54.14.875 W106.35.31.674 N042.54.10.436 W106.35.39.080 RVM
                          N042.54.10.436 W106.35.39.080 N042.54.04.796 W106.35.44.779 RVM
                          N042.54.04.796 W106.35.44.779 N042.53.58.301 W106.35.48.421 RVM
                          N042.53.58.301 W106.35.48.421 N042.53.58.301 W106.35.48.421 RVM
                          N042.53.58.301 W106.35.48.421 N042.54.05.314 W106.35.47.855 RVM
                          N042.54.05.314 W106.35.47.855 N042.54.12.215 W106.35.49.646 RVM
                          N042.54.12.215 W106.35.49.646 N042.54.18.582 W106.35.53.684 RVM
                          N042.54.18.582 W106.35.53.684 N042.54.24.027 W106.35.59.724 RVM
                          N042.54.24.027 W106.35.59.724 N042.54.28.216 W106.36.07.396 RVM
                          N042.54.28.216 W106.36.07.396 N042.54.30.893 W106.36.16.232 RVM
                          N042.54.51.337 W106.35.31.892 N042.54.44.842 W106.35.35.536 RVM
                          N042.54.44.842 W106.35.35.536 N042.54.39.203 W106.35.41.235 RVM
                          N042.54.39.203 W106.35.41.235 N042.54.34.763 W106.35.48.642 RVM
                          N042.54.34.763 W106.35.48.642 N042.54.31.794 W106.35.57.304 RVM
                          N042.54.31.794 W106.35.57.304 N042.54.30.477 W106.36.06.692 RVM
                          N042.54.30.477 W106.36.06.692 N042.54.30.893 W106.36.16.232 RVM
                          N042.54.51.337 W106.35.31.892 N042.54.44.324 W106.35.32.459 RVM
                          N042.54.44.324 W106.35.32.459 N042.54.37.423 W106.35.30.669 RVM
                          N042.54.37.423 W106.35.30.669 N042.54.31.056 W106.35.26.630 RVM
                          N042.54.31.056 W106.35.26.630 N042.54.25.611 W106.35.20.591 RVM
                          N042.54.25.611 W106.35.20.591 N042.54.21.421 W106.35.12.920 RVM
                          N042.54.21.421 W106.35.12.920 N042.54.18.742 W106.35.04.085 RVM
                          N042.36.23.396 W106.45.15.270 N042.36.19.933 W106.45.15.959 RVM
                          N042.36.19.933 W106.45.15.959 N042.36.16.774 W106.45.18.000 RVM
                          N042.36.16.774 W106.45.18.000 N042.36.14.200 W106.45.21.210 RVM
                          N042.36.14.200 W106.45.21.210 N042.36.12.439 W106.45.25.305 RVM
                          N042.36.12.439 W106.45.25.305 N042.36.11.647 W106.45.29.921 RVM
                          N042.36.11.647 W106.45.29.921 N042.36.11.896 W106.45.34.647 RVM
                          N042.36.11.896 W106.45.34.647 N042.36.13.163 W106.45.39.064 RVM
                          N042.36.13.163 W106.45.39.064 N042.36.15.336 W106.45.42.779 RVM
                          N042.36.15.336 W106.45.42.779 N042.36.18.220 W106.45.45.462 RVM
                          N042.36.18.220 W106.45.45.462 N042.36.21.561 W106.45.46.876 RVM
                          N042.36.21.561 W106.45.46.876 N042.36.25.062 W106.45.46.893 RVM
                          N042.36.25.062 W106.45.46.893 N042.36.28.410 W106.45.45.513 RVM
                          N042.36.28.410 W106.45.45.513 N042.36.31.309 W106.45.42.858 RVM
                          N042.36.31.309 W106.45.42.858 N042.36.33.502 W106.45.39.164 RVM
                          N042.36.33.502 W106.45.39.164 N042.36.34.792 W106.45.34.759 RVM
                          N042.36.34.792 W106.45.34.759 N042.36.35.067 W106.45.30.035 RVM
                          N042.36.35.067 W106.45.30.035 N042.36.34.300 W106.45.25.412 RVM
                          N042.36.34.300 W106.45.25.412 N042.36.32.561 W106.45.21.300 RVM
                          N042.36.32.561 W106.45.21.300 N042.36.30.004 W106.45.18.064 RVM
                          N042.36.30.004 W106.45.18.064 N042.36.26.855 W106.45.15.993 RVM
                          N042.36.26.855 W106.45.15.993 N042.36.23.396 W106.45.15.270 RVM
                          N042.36.23.396 W106.45.15.270 N042.36.23.396 W106.45.15.270 RVM
                          N042.36.17.328 W106.44.55.252 N042.36.17.732 W106.45.04.747 RVM
                          N042.36.17.732 W106.45.04.747 N042.36.16.403 W106.45.14.085 RVM
                          N042.36.16.403 W106.45.14.085 N042.36.13.422 W106.45.22.697 RVM
                          N042.36.13.422 W106.45.22.697 N042.36.08.972 W106.45.30.056 RVM
                          N042.36.08.972 W106.45.30.056 N042.36.03.324 W106.45.35.712 RVM
                          N042.36.03.324 W106.45.35.712 N042.35.56.823 W106.45.39.319 RVM
                          N042.35.56.823 W106.45.39.319 N042.35.56.823 W106.45.39.319 RVM
                          N042.35.56.823 W106.45.39.319 N042.36.03.837 W106.45.38.774 RVM
                          N042.36.03.837 W106.45.38.774 N042.36.10.736 W106.45.40.574 RVM
                          N042.36.10.736 W106.45.40.574 N042.36.17.097 W106.45.44.610 RVM
                          N042.36.17.097 W106.45.44.610 N042.36.22.533 W106.45.50.635 RVM
                          N042.36.22.533 W106.45.50.635 N042.36.26.711 W106.45.58.281 RVM
                          N042.36.26.711 W106.45.58.281 N042.36.29.376 W106.46.07.081 RVM
                          N042.36.49.884 W106.45.23.010 N042.36.43.384 W106.45.26.619 RVM
                          N042.36.43.384 W106.45.26.619 N042.36.37.736 W106.45.32.276 RVM
                          N042.36.37.736 W106.45.32.276 N042.36.33.286 W106.45.39.635 RVM
                          N042.36.33.286 W106.45.39.635 N042.36.30.304 W106.45.48.247 RVM
                          N042.36.30.304 W106.45.48.247 N042.36.28.974 W106.45.57.586 RVM
                          N042.36.28.974 W106.45.57.586 N042.36.29.376 W106.46.07.081 RVM
                          N042.36.49.884 W106.45.23.010 N042.36.42.870 W106.45.23.556 RVM
                          N042.36.42.870 W106.45.23.556 N042.36.35.972 W106.45.21.756 RVM
                          N042.36.35.972 W106.45.21.756 N042.36.29.610 W106.45.17.721 RVM
                          N042.36.29.610 W106.45.17.721 N042.36.24.173 W106.45.11.696 RVM
                          N042.36.24.173 W106.45.11.696 N042.36.19.995 W106.45.04.051 RVM
                          N042.36.19.995 W106.45.04.051 N042.36.17.328 W106.44.55.252 RVM
                          N042.40.28.811 W106.31.14.623 N042.40.25.349 W106.31.15.326 RVM
                          N042.40.25.349 W106.31.15.326 N042.40.22.195 W106.31.17.381 RVM
                          N042.40.22.195 W106.31.17.381 N042.40.19.627 W106.31.20.605 RVM
                          N042.40.19.627 W106.31.20.605 N042.40.17.874 W106.31.24.711 RVM
                          N042.40.17.874 W106.31.24.711 N042.40.17.092 W106.31.29.334 RVM
                          N042.40.17.092 W106.31.29.334 N042.40.17.351 W106.31.34.064 RVM
                          N042.40.17.351 W106.31.34.064 N042.40.18.627 W106.31.38.481 RVM
                          N042.40.18.627 W106.31.38.481 N042.40.20.807 W106.31.42.193 RVM
                          N042.40.20.807 W106.31.42.193 N042.40.23.697 W106.31.44.868 RVM
                          N042.40.23.697 W106.31.44.868 N042.40.27.041 W106.31.46.270 RVM
                          N042.40.27.041 W106.31.46.270 N042.40.30.541 W106.31.46.275 RVM
                          N042.40.30.541 W106.31.46.275 N042.40.33.887 W106.31.44.880 RVM
                          N042.40.33.887 W106.31.44.880 N042.40.36.781 W106.31.42.212 RVM
                          N042.40.36.781 W106.31.42.212 N042.40.38.966 W106.31.38.505 RVM
                          N042.40.38.966 W106.31.38.505 N042.40.40.247 W106.31.34.091 RVM
                          N042.40.40.247 W106.31.34.091 N042.40.40.512 W106.31.29.361 RVM
                          N042.40.40.512 W106.31.29.361 N042.40.39.736 W106.31.24.735 RVM
                          N042.40.39.736 W106.31.24.735 N042.40.37.988 W106.31.20.625 RVM
                          N042.40.37.988 W106.31.20.625 N042.40.35.424 W106.31.17.395 RVM
                          N042.40.35.424 W106.31.17.395 N042.40.32.272 W106.31.15.334 RVM
                          N042.40.32.272 W106.31.15.334 N042.40.28.811 W106.31.14.623 RVM
                          N042.40.28.811 W106.31.14.623 N042.40.28.811 W106.31.14.623 RVM
                          N042.40.22.702 W106.30.54.606 N042.40.23.125 W106.31.04.110 RVM
                          N042.40.23.125 W106.31.04.110 N042.40.21.815 W106.31.13.464 RVM
                          N042.40.21.815 W106.31.13.464 N042.40.18.852 W106.31.22.096 RVM
                          N042.40.18.852 W106.31.22.096 N042.40.14.417 W106.31.29.479 RVM
                          N042.40.14.417 W106.31.29.479 N042.40.08.781 W106.31.35.163 RVM
                          N042.40.08.781 W106.31.35.163 N042.40.02.288 W106.31.38.799 RVM
                          N042.40.02.288 W106.31.38.799 N042.40.02.288 W106.31.38.799 RVM
                          N042.40.02.288 W106.31.38.799 N042.40.09.301 W106.31.38.227 RVM
                          N042.40.09.301 W106.31.38.227 N042.40.16.203 W106.31.40.003 RVM
                          N042.40.16.203 W106.31.40.003 N042.40.22.573 W106.31.44.019 RVM
                          N042.40.22.573 W106.31.44.019 N042.40.28.021 W106.31.50.031 RVM
                          N042.40.28.021 W106.31.50.031 N042.40.32.214 W106.31.57.669 RVM
                          N042.40.32.214 W106.31.57.669 N042.40.34.897 W106.32.06.469 RVM
                          N042.40.55.315 W106.31.22.272 N042.40.48.822 W106.31.25.910 RVM
                          N042.40.48.822 W106.31.25.910 N042.40.43.186 W106.31.31.594 RVM
                          N042.40.43.186 W106.31.31.594 N042.40.38.750 W106.31.38.978 RVM
                          N042.40.38.750 W106.31.38.978 N042.40.35.787 W106.31.47.611 RVM
                          N042.40.35.787 W106.31.47.611 N042.40.34.476 W106.31.56.965 RVM
                          N042.40.34.476 W106.31.56.965 N042.40.34.897 W106.32.06.469 RVM
                          N042.40.55.315 W106.31.22.272 N042.40.48.302 W106.31.22.845 RVM
                          N042.40.48.302 W106.31.22.845 N042.40.41.400 W106.31.21.069 RVM
                          N042.40.41.400 W106.31.21.069 N042.40.35.030 W106.31.17.053 RVM
                          N042.40.35.030 W106.31.17.053 N042.40.29.581 W106.31.11.043 RVM
                          N042.40.29.581 W106.31.11.043 N042.40.25.386 W106.31.03.405 RVM
                          N042.40.25.386 W106.31.03.405 N042.40.22.702 W106.30.54.606 RVM
                          N042.45.40.225 W106.38.35.236 N042.45.36.763 W106.38.35.933 RVM
                          N042.45.36.763 W106.38.35.933 N042.45.33.606 W106.38.37.985 RVM
                          N042.45.33.606 W106.38.37.985 N042.45.31.034 W106.38.41.208 RVM
                          N042.45.31.034 W106.38.41.208 N042.45.29.277 W106.38.45.316 RVM
                          N042.45.29.277 W106.38.45.316 N042.45.28.491 W106.38.49.944 RVM
                          N042.45.28.491 W106.38.49.944 N042.45.28.744 W106.38.54.682 RVM
                          N042.45.28.744 W106.38.54.682 N042.45.30.016 W106.38.59.107 RVM
                          N042.45.30.016 W106.38.59.107 N042.45.32.191 W106.39.02.828 RVM
                          N042.45.32.191 W106.39.02.828 N042.45.35.079 W106.39.05.513 RVM
                          N042.45.35.079 W106.39.05.513 N042.45.38.421 W106.39.06.924 RVM
                          N042.45.38.421 W106.39.06.924 N042.45.41.921 W106.39.06.935 RVM
                          N042.45.41.921 W106.39.06.935 N042.45.45.269 W106.39.05.546 RVM
                          N042.45.45.269 W106.39.05.546 N042.45.48.165 W106.39.02.879 RVM
                          N042.45.48.165 W106.39.02.879 N042.45.50.354 W106.38.59.172 RVM
                          N042.45.50.354 W106.38.59.172 N042.45.51.640 W106.38.54.754 RVM
                          N042.45.51.640 W106.38.54.754 N042.45.51.910 W106.38.50.017 RVM
                          N042.45.51.910 W106.38.50.017 N042.45.51.139 W106.38.45.384 RVM
                          N042.45.51.139 W106.38.45.384 N042.45.49.396 W106.38.41.264 RVM
                          N042.45.49.396 W106.38.41.264 N042.45.46.835 W106.38.38.025 RVM
                          N042.45.46.835 W106.38.38.025 N042.45.43.685 W106.38.35.954 RVM
                          N042.45.43.685 W106.38.35.954 N042.45.40.225 W106.38.35.236 RVM
                          N042.45.40.225 W106.38.35.236 N042.45.40.225 W106.38.35.236 RVM
                          N042.45.34.138 W106.38.15.179 N042.45.34.551 W106.38.24.697 RVM
                          N042.45.34.551 W106.38.24.697 N042.45.33.231 W106.38.34.061 RVM
                          N042.45.33.231 W106.38.34.061 N042.45.30.258 W106.38.42.700 RVM
                          N042.45.30.258 W106.38.42.700 N042.45.25.815 W106.38.50.085 RVM
                          N042.45.25.815 W106.38.50.085 N042.45.20.173 W106.38.55.765 RVM
                          N042.45.20.173 W106.38.55.765 N042.45.13.676 W106.38.59.393 RVM
                          N042.45.13.676 W106.38.59.393 N042.45.13.676 W106.38.59.393 RVM
                          N042.45.13.676 W106.38.59.393 N042.45.20.689 W106.38.58.834 RVM
                          N042.45.20.689 W106.38.58.834 N042.45.27.590 W106.39.00.626 RVM
                          N042.45.27.590 W106.39.00.626 N042.45.33.955 W106.39.04.661 RVM
                          N042.45.33.955 W106.39.04.661 N042.45.39.397 W106.39.10.691 RVM
                          N042.45.39.397 W106.39.10.691 N042.45.43.582 W106.39.18.349 RVM
                          N042.45.43.582 W106.39.18.349 N042.45.46.256 W106.39.27.166 RVM
                          N042.46.06.720 W106.38.42.948 N042.46.00.224 W106.38.46.578 RVM
                          N042.46.00.224 W106.38.46.578 N042.45.54.581 W106.38.52.259 RVM
                          N042.45.54.581 W106.38.52.259 N042.45.50.138 W106.38.59.645 RVM
                          N042.45.50.138 W106.38.59.645 N042.45.47.165 W106.39.08.283 RVM
                          N042.45.47.165 W106.39.08.283 N042.45.45.844 W106.39.17.648 RVM
                          N042.45.45.844 W106.39.17.648 N042.45.46.256 W106.39.27.166 RVM
                          N042.46.06.720 W106.38.42.948 N042.45.59.707 W106.38.43.508 RVM
                          N042.45.59.707 W106.38.43.508 N042.45.52.807 W106.38.41.716 RVM
                          N042.45.52.807 W106.38.41.716 N042.45.46.441 W106.38.37.682 RVM
                          N042.45.46.441 W106.38.37.682 N042.45.40.999 W106.38.31.652 RVM
                          N042.45.40.999 W106.38.31.652 N042.45.36.813 W106.38.23.995 RVM
                          N042.45.36.813 W106.38.23.995 N042.45.34.138 W106.38.15.179 RVM
                          N042.49.58.864 W106.32.58.609 N042.49.55.402 W106.32.59.313 RVM
                          N042.49.55.402 W106.32.59.313 N042.49.52.247 W106.33.01.371 RVM
                          N042.49.52.247 W106.33.01.371 N042.49.49.679 W106.33.04.602 RVM
                          N042.49.49.679 W106.33.04.602 N042.49.47.925 W106.33.08.717 RVM
                          N042.49.47.925 W106.33.08.717 N042.49.47.142 W106.33.13.352 RVM
                          N042.49.47.142 W106.33.13.352 N042.49.47.399 W106.33.18.095 RVM
                          N042.49.47.399 W106.33.18.095 N042.49.48.674 W106.33.22.524 RVM
                          N042.49.48.674 W106.33.22.524 N042.49.50.853 W106.33.26.246 RVM
                          N042.49.50.853 W106.33.26.246 N042.49.53.743 W106.33.28.929 RVM
                          N042.49.53.743 W106.33.28.929 N042.49.57.086 W106.33.30.337 RVM
                          N042.49.57.086 W106.33.30.337 N042.50.00.586 W106.33.30.343 RVM
                          N042.50.00.586 W106.33.30.343 N042.50.03.932 W106.33.28.946 RVM
                          N042.50.03.932 W106.33.28.946 N042.50.06.827 W106.33.26.272 RVM
                          N042.50.06.827 W106.33.26.272 N042.50.09.013 W106.33.22.557 RVM
                          N042.50.09.013 W106.33.22.557 N042.50.10.295 W106.33.18.132 RVM
                          N042.50.10.295 W106.33.18.132 N042.50.10.561 W106.33.13.390 RVM
                          N042.50.10.561 W106.33.13.390 N042.50.09.786 W106.33.08.752 RVM
                          N042.50.09.786 W106.33.08.752 N042.50.08.040 W106.33.04.631 RVM
                          N042.50.08.040 W106.33.04.631 N042.50.05.476 W106.33.01.392 RVM
                          N042.50.05.476 W106.33.01.392 N042.50.02.325 W106.32.59.323 RVM
                          N042.50.02.325 W106.32.59.323 N042.49.58.864 W106.32.58.609 RVM
                          N042.49.58.864 W106.32.58.609 N042.49.58.864 W106.32.58.609 RVM
                          N042.49.52.761 W106.32.38.538 N042.49.53.181 W106.32.48.066 RVM
                          N042.49.53.181 W106.32.48.066 N042.49.51.869 W106.32.57.444 RVM
                          N042.49.51.869 W106.32.57.444 N042.49.48.904 W106.33.06.097 RVM
                          N042.49.48.904 W106.33.06.097 N042.49.44.467 W106.33.13.497 RVM
                          N042.49.44.467 W106.33.13.497 N042.49.38.829 W106.33.19.192 RVM
                          N042.49.38.829 W106.33.19.192 N042.49.32.335 W106.33.22.835 RVM
                          N042.49.32.335 W106.33.22.835 N042.49.32.335 W106.33.22.835 RVM
                          N042.49.32.335 W106.33.22.835 N042.49.39.348 W106.33.22.264 RVM
                          N042.49.39.348 W106.33.22.264 N042.49.46.250 W106.33.24.048 RVM
                          N042.49.46.250 W106.33.24.048 N042.49.52.618 W106.33.28.078 RVM
                          N042.49.52.618 W106.33.28.078 N042.49.58.065 W106.33.34.107 RVM
                          N042.49.58.065 W106.33.34.107 N042.50.02.257 W106.33.41.767 RVM
                          N042.50.02.257 W106.33.41.767 N042.50.04.937 W106.33.50.591 RVM
                          N042.50.25.366 W106.33.06.290 N042.50.18.872 W106.33.09.934 RVM
                          N042.50.18.872 W106.33.09.934 N042.50.13.234 W106.33.15.630 RVM
                          N042.50.13.234 W106.33.15.630 N042.50.08.797 W106.33.23.031 RVM
                          N042.50.08.797 W106.33.23.031 N042.50.05.831 W106.33.31.685 RVM
                          N042.50.05.831 W106.33.31.685 N042.50.04.518 W106.33.41.062 RVM
                          N042.50.04.518 W106.33.41.062 N042.50.04.937 W106.33.50.591 RVM
                          N042.50.25.366 W106.33.06.290 N042.50.18.353 W106.33.06.861 RVM
                          N042.50.18.353 W106.33.06.861 N042.50.11.451 W106.33.05.078 RVM
                          N042.50.11.451 W106.33.05.078 N042.50.05.082 W106.33.01.048 RVM
                          N042.50.05.082 W106.33.01.048 N042.49.59.635 W106.32.55.020 RVM
                          N042.49.59.635 W106.32.55.020 N042.49.55.443 W106.32.47.361 RVM
                          N042.49.55.443 W106.32.47.361 N042.49.52.761 W106.32.38.538 RVM
                          N042.54.18.552 W106.42.12.322 N042.54.15.089 W106.42.13.018 RVM
                          N042.54.15.089 W106.42.13.018 N042.54.11.931 W106.42.15.071 RVM
                          N042.54.11.931 W106.42.15.071 N042.54.09.358 W106.42.18.299 RVM
                          N042.54.09.358 W106.42.18.299 N042.54.07.599 W106.42.22.415 RVM
                          N042.54.07.599 W106.42.22.415 N042.54.06.810 W106.42.27.053 RVM
                          N042.54.06.810 W106.42.27.053 N042.54.07.061 W106.42.31.802 RVM
                          N042.54.07.061 W106.42.31.802 N042.54.08.330 W106.42.36.239 RVM
                          N042.54.08.330 W106.42.36.239 N042.54.10.504 W106.42.39.971 RVM
                          N042.54.10.504 W106.42.39.971 N042.54.13.390 W106.42.42.665 RVM
                          N042.54.13.390 W106.42.42.665 N042.54.16.731 W106.42.44.082 RVM
                          N042.54.16.731 W106.42.44.082 N042.54.20.231 W106.42.44.097 RVM
                          N042.54.20.231 W106.42.44.097 N042.54.23.579 W106.42.42.707 RVM
                          N042.54.23.579 W106.42.42.707 N042.54.26.477 W106.42.40.037 RVM
                          N042.54.26.477 W106.42.40.037 N042.54.28.668 W106.42.36.323 RVM
                          N042.54.28.668 W106.42.36.323 N042.54.29.957 W106.42.31.896 RVM
                          N042.54.29.957 W106.42.31.896 N042.54.30.229 W106.42.27.149 RVM
                          N042.54.30.229 W106.42.27.149 N042.54.29.460 W106.42.22.504 RVM
                          N042.54.29.460 W106.42.22.504 N042.54.27.719 W106.42.18.373 RVM
                          N042.54.27.719 W106.42.18.373 N042.54.25.160 W106.42.15.124 RVM
                          N042.54.25.160 W106.42.15.124 N042.54.22.011 W106.42.13.046 RVM
                          N042.54.22.011 W106.42.13.046 N042.54.18.552 W106.42.12.322 RVM
                          N042.54.18.552 W106.42.12.322 N042.54.18.552 W106.42.12.322 RVM
                          N042.54.12.475 W106.41.52.213 N042.54.12.883 W106.42.01.753 RVM
                          N042.54.12.883 W106.42.01.753 N042.54.11.558 W106.42.11.137 RVM
                          N042.54.11.558 W106.42.11.137 N042.54.08.581 W106.42.19.793 RVM
                          N042.54.08.581 W106.42.19.793 N042.54.04.134 W106.42.27.191 RVM
                          N042.54.04.134 W106.42.27.191 N042.53.58.489 W106.42.32.879 RVM
                          N042.53.58.489 W106.42.32.879 N042.53.51.991 W106.42.36.510 RVM
                          N042.53.51.991 W106.42.36.510 N042.53.51.991 W106.42.36.510 RVM
                          N042.53.51.991 W106.42.36.510 N042.53.59.004 W106.42.35.956 RVM
                          N042.53.59.004 W106.42.35.956 N042.54.05.903 W106.42.37.759 RVM
                          N042.54.05.903 W106.42.37.759 N042.54.12.266 W106.42.41.809 RVM
                          N042.54.12.266 W106.42.41.809 N042.54.17.705 W106.42.47.859 RVM
                          N042.54.17.705 W106.42.47.859 N042.54.21.886 W106.42.55.539 RVM
                          N042.54.21.886 W106.42.55.539 N042.54.24.555 W106.43.04.379 RVM
                          N042.54.45.043 W106.42.20.078 N042.54.38.544 W106.42.23.710 RVM
                          N042.54.38.544 W106.42.23.710 N042.54.32.899 W106.42.29.399 RVM
                          N042.54.32.899 W106.42.29.399 N042.54.28.452 W106.42.36.797 RVM
                          N042.54.28.452 W106.42.36.797 N042.54.25.474 W106.42.45.453 RVM
                          N042.54.25.474 W106.42.45.453 N042.54.24.148 W106.42.54.838 RVM
                          N042.54.24.148 W106.42.54.838 N042.54.24.555 W106.43.04.379 RVM
                          N042.54.45.043 W106.42.20.078 N042.54.38.029 W106.42.20.632 RVM
                          N042.54.38.029 W106.42.20.632 N042.54.31.130 W106.42.18.829 RVM
                          N042.54.31.130 W106.42.18.829 N042.54.24.767 W106.42.14.779 RVM
                          N042.54.24.767 W106.42.14.779 N042.54.19.328 W106.42.08.730 RVM
                          N042.54.19.328 W106.42.08.730 N042.54.15.145 W106.42.01.052 RVM
                          N042.54.15.145 W106.42.01.052 N042.54.12.475 W106.41.52.213 RVM
                          N042.49.44.880 W106.44.21.882 N042.49.41.417 W106.44.22.575 RVM
                          N042.49.41.417 W106.44.22.575 N042.49.38.258 W106.44.24.623 RVM
                          N042.49.38.258 W106.44.24.623 N042.49.35.684 W106.44.27.846 RVM
                          N042.49.35.684 W106.44.27.846 N042.49.33.924 W106.44.31.956 RVM
                          N042.49.33.924 W106.44.31.956 N042.49.33.133 W106.44.36.588 RVM
                          N042.49.33.133 W106.44.36.588 N042.49.33.383 W106.44.41.331 RVM
                          N042.49.33.383 W106.44.41.331 N042.49.34.650 W106.44.45.764 RVM
                          N042.49.34.650 W106.44.45.764 N042.49.36.823 W106.44.49.492 RVM
                          N042.49.36.823 W106.44.49.492 N042.49.39.708 W106.44.52.184 RVM
                          N042.49.39.708 W106.44.52.184 N042.49.43.049 W106.44.53.602 RVM
                          N042.49.43.049 W106.44.53.602 N042.49.46.549 W106.44.53.618 RVM
                          N042.49.46.549 W106.44.53.618 N042.49.49.898 W106.44.52.233 RVM
                          N042.49.49.898 W106.44.52.233 N042.49.52.797 W106.44.49.568 RVM
                          N042.49.52.797 W106.44.49.568 N042.49.54.988 W106.44.45.860 RVM
                          N042.49.54.988 W106.44.45.860 N042.49.56.278 W106.44.41.439 RVM
                          N042.49.56.278 W106.44.41.439 N042.49.56.552 W106.44.36.698 RVM
                          N042.49.56.552 W106.44.36.698 N042.49.55.785 W106.44.32.058 RVM
                          N042.49.55.785 W106.44.32.058 N042.49.54.045 W106.44.27.931 RVM
                          N042.49.54.045 W106.44.27.931 N042.49.51.488 W106.44.24.685 RVM
                          N042.49.51.488 W106.44.24.685 N042.49.48.339 W106.44.22.607 RVM
                          N042.49.48.339 W106.44.22.607 N042.49.44.880 W106.44.21.882 RVM
                          N042.49.44.880 W106.44.21.882 N042.49.44.880 W106.44.21.882 RVM
                          N042.49.38.810 W106.44.01.794 N042.49.39.215 W106.44.11.322 RVM
                          N042.49.39.215 W106.44.11.322 N042.49.37.887 W106.44.20.695 RVM
                          N042.49.37.887 W106.44.20.695 N042.49.34.907 W106.44.29.338 RVM
                          N042.49.34.907 W106.44.29.338 N042.49.30.458 W106.44.36.724 RVM
                          N042.49.30.458 W106.44.36.724 N042.49.24.810 W106.44.42.402 RVM
